character,romaji,meaning
ねぇ遊んでよ、とっても退屈なの！,"nee ason de yo , tottemo taikutsu na no !","Come on, play with me, I'm so bored!"
私のチョコレートを食べることを考えさえしないで。,watashi no chokoreeto wo taberu koto wo kangae sae shi nai de .,Don't you even think of eating my chocolate!
飲み物を俺に頼まないでくれよ。自分で買いにいけばいいだろ。,nomimono wo ore ni tanoma nai de kure yo . jibun de kai ni ike ba ii daro .,Stop asking me for a drink! Go get it yourself.
あんたのせいで食欲をなくしたよ。,anta no sei de shokuyoku wo nakushi ta yo .,Thanks to you I've lost my appetite.
とにかく誰かをぶたないと気が済まない。,tonikaku dare ka wo buta nai to ki ga suma nai .,I really need to hit somebody.
最後に家族でディズニーランドへに行ってからもう随分になる。,saigo ni kazoku de dizunii rando he ni itsu te kara mou zuibun ni naru .,It has been so long since I last went to Disneyland with my family.
両親がくだらないことで言い争っていて、とてもいらいらするよ。,"ryoushin ga kudara nai koto de iiarasotsu te i te , totemo iraira suru yo .",My parents keep arguing about stupid things. It's so annoying!
あの蜘蛛が大嫌い。いつもそこにいて私が掃除するときいらいらさせるの。,ano kumo ga daikirai . itsu mo soko ni i te watashi ga souji suru toki iraira sa seru no .,I hate those spiders. They're always there to freak me out when I'm cleaning.
あぁいらいらする・・・今やパソコンを使うたびに頭痛がするよ。,aa iraira suru ・ ・ ・ ima ya pasokon wo tsukau tabi ni zutsuu ga suru yo .,So annoying... Now I get a headache whenever I use the computer!
とても暑くて、車のボンネットで卵が焼けるよ。,"totemo atsuku te , kuruma no bonnetto de tamago ga yakeru yo .",It's so hot that you could cook an egg on the hood of a car.
誰がこの問題をしらないんだ？,dare ga kono mondai wo shira nai n da ？,Who doesn't know this problem?!
今日はとても暑い。,kyou ha totemo atsui .,It is very hot today.
誰も来なかった。,dare mo rai nakatsu ta .,Nobody came.
赤い冷蔵庫を見たことがない。,akai reizou ko wo ken ta koto ga nai .,I have never seen a red refrigerator.
彼は約束を破った。,kare ha yakusoku wo yabutsu ta .,He broke his word.
偽りの姿を愛されるくらいなら、嫌われた方がましだ。,"itsuwari no sugata wo aisa reru kurai nara , kirawa re ta hou ga mashi da .",Better to be hated for who you are than loved for who you're not.
心配しないで、楽しくいこう！,"shinpai shi nai de , tanoshiku ikou !","Don't worry, be happy!"
馬が亡くなってから鞍が淋しい。,uma ga nakunatsu te kara kura ga sabishii .,It's lonely in the saddle since the horse died.
私の目は夢を反映する海である。,watashi no me ha yume wo han'ei suru umi de aru .,My eyes are an ocean in which my dreams are reflected.
私が話しているときは私を見て！,watashi ga hanashi te iru toki ha watashi wo ken te !,Look at me when I talk to you!
女性がいなければ世界はどうなっていただろう。,josei ga i nakere ba sekai ha dou natsu te i ta darou .,What would the world be without women?
君が演説をして誰も来なかったらどうするの？,kun ga enzetsu wo shi te dare mo rai nakatsu tara dou suru no ？,What if you gave a speech and nobody came?
君を元気にさせるのに何と言っていいか分からないよ。,kun wo genki ni sa seru no ni nani to itsutsu te ii ka wakara nai yo .,I don't know what to say to make you feel better.
私のタイプじゃない。,watashi no taipu ja nai .,This is not my type.
時間を潰そうとしていた。,jikan wo tsubusou to shi te i ta .,I was trying to kill time.
こんな馬鹿げた考えをどうやって思いついたんだ？,konna bakage ta kangae wo dou yatsu te omoitsui ta n da ？,How did you come up with this crazy idea?
もっとゆっくり話してください！,motto yukkuri hanashi te kudasai !,"Speak more slowly, please!"
それで何をしようとしているの？,sore de nani wo shiyou to shi te iru no ？,And what are we going to do?
電話はどこでできる？,denwa ha doko de dekiru ？,Where can one make a phone call?
いびきをかくことは認めるよ・・・。,ibiki wo kaku koto ha mitomeru yo ・ ・ ・ .,I must admit that I snore.
今夜教会に行くよ。,konya kyoukai ni iku yo .,Tonight we're going to church.
元気？旅行は良かった？,genki ？ ryokou ha yokatsu ta ？,How are you? Did you have a good trip?
気分がよくないんだ。,kibun ga yoku nai n da .,I don't feel well.
値段が高すぎる！,nedan ga taka sugiru !,It's too expensive!
彼女は寝たふりをしているからいびきをかいていないんだ。,kanojo ha ne ta furi wo shi te iru kara ibiki wo kai te i nai n da .,She's faking sleep. That's why she's not snoring.
靴が小さすぎるから新しいのを買う必要があるな。,kutsu ga chiisa sugiru kara atarashii no wo kau hitsuyou ga aru na .,My shoes are too small. I need new ones.
逃げよう。サツが来てる。,nigeyou . satsu ga rai teru .,We're getting out of here. The cops are coming.
私の言う事を聞くべきだったのに。,watashi no iu koto wo kiku beki datsu ta no ni .,You should have listened to me.
彼がそれを聞いたら喜ぶよ。,kare ga sore wo kii tara yorokobu yo .,He would be glad to hear that.
証明もできないのに、一体何を真実だと信じるのだ？,"shoumei mo deki nai no ni , ittai nani wo shinjitsu da to shinjiru no da ？",What do you believe is true even though you cannot prove it?
コンピューターのおかげで人間は馬鹿になる。,konpyuutaa no okage de ningen ha baka ni naru .,Computers make people stupid.
考えていることを聞くな。やることを聞け。,kangae te iru koto wo kiku na . yaru koto wo kike .,Don't ask what they think. Ask what they do.
世界を変えるのは情報ではなくコミュニケーションだ。,sekai wo kaeru no ha jouhou de ha naku komyunikeeshon da .,"What changes the world is communication, not information."
ほとんどの科学的進歩は当然のことについての発見に過ぎない。,hotondo no kagaku teki shinpo ha touzen no koto ni tsui te no hakken ni sugi nai .,Most scientific breakthroughs are nothing else than the discovery of the obvious.
過去は知られているが変えられない。未来は未知だが変えることができる。,kako ha shira re te iru ga kae rare nai . mirai ha michi da ga kaeru koto ga dekiru .,"The past can only be known, not changed. The future can only be changed, not known."
誤解され得るものはいずれすべて誤解されるであろう。,gokai sa re eru mono ha izure subete gokai sa reru de arou .,Anything that can be misunderstood will be.
何で人生はこんなに苦悩でいっぱいなんだ？,nani de jinsei ha konna ni kunou de ippai na n da ？,Why is life so full of suffering?
睡眠は重要であるにもかかわらず、その役割は謎である。,"suimin ha juuyou de aru ni mo kakawara zu , sono yakuwari ha nazo de aru .","Despite the importance of sleep, its purpose is a mystery."
情熱は苦悩を生む。,jounetsu ha kunou wo umu .,Passion creates suffering.
ジュネーブから来る列車が駅に到着します。,juneebu kara kuru ressha ga eki ni touchaku shi masu .,The train from Geneva will arrive at the station.
彼の誕生日に贈り物をあげたいんです。,kare no tanjou nichi ni okurimono wo age tai n desu .,I would like to give him a present for his birthday.
アンティグアに友達はいますか？,anteigua ni tomodachi ha i masu ka ？,Do you have friends in Antigua?
一立方メートルは千リットルにあたる。,ichi rippou meetoru ha sen rittoru ni ataru .,A cubic meter corresponds to 1000 liters.
私は結婚していて子どもが二人いる。,watashi ha kekkon shi te i te kodomo ga futari iru .,I am married and have two children.
彼はピアノを上手に弾く。,kare ha piano wo jouzu ni hiku .,He plays the piano very well.
パリで勉強したい。,pari de benkyou shi tai .,I'd like to study in Paris.
あなた私が誰か知らないのね。,anata watashi ga dare ka shira nai no ne .,You don't know who I am.
野菜を食べたら？,yasai wo tabe tara ？,Why don't you eat some vegetables?
なぜ人々は映画を見に行くのか？,naze hitobito ha eiga wo ken ni iku no ka ？,Why do people go to the movies?
私は服を脱いでいる。,watashi ha fuku wo nui de iru .,I'm undressing.
創造説は擬似科学だ。,souzou setsu ha giji kagaku da .,Creationism is pseudoscience.
風がおだやかになった。,kaze ga odayaka ni natsu ta .,The wind calmed down.
私の持っている全てをあなたに与えるために時間をちょうだい。,watashi no motsu te iru subete wo anata ni ataeru tame ni jikan wo choudai .,Give me time to give you everything I have!
意志あるところには道がある。,ishi aru tokoro ni ha michi ga aru .,"Where there's a will, there's a way."
ローマは一日にして成らず。,rooma ha ichi nichi ni shi te nara zu .,Rome wasn't built in a day.
沈黙は同意を表す。,chinmoku ha doui wo arawasu .,Silence gives consent.
ワインとは、ボトルに詰められた詩である。,"wain to ha , botoru ni tsume rare ta shi de aru .",Wine is poetry in bottles.
あの日が私の人生で最高の日だった。,ano nichi ga watashi no jinsei de saikou no nichi datsu ta .,That was the best day of my life.
ドイツ語は分かりません。,doitsu go ha wakari mase n .,I don't understand German.
不規則動詞の勉強は好きではない。,fu kisoku doushi no benkyou ha suki de ha nai .,I don't like learning irregular verbs.
本を取ってそれを読みなさい。,hon wo totsu te sore wo yomi nasai .,Take a book and read it.
